orden,division,grupo,clase,subclase,producto,descripcion,ponderacion,etiqueta,nivel
1,99,,,,,GENERAL,,IPC general,division
2,1,,,,,ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,0.258495,Alim. y beb. s/alcohol,division
3,1,011,,,,Alimentos,0.22701,Alimentos,grupo
4,1,011,0111,,,Cereales y productos a base de cereales,0.049449,Cereales y productos a base de cereales,clase
5,1,011,0111,01111,,Cereales,0.0025,Cereales,subclase
6,1,011,0111,01111,01111201,Arroz,0.0025,Arroz,producto
7,1,011,0111,01112,,Harinas,0.00212,Harinas,subclase
8,1,011,0111,01112,01112101,Harina de trigo,0.001679,Harina de trigo,producto
9,1,011,0111,01112,01112601,Harina de maíz,0.000441,Harina de maíz,producto
10,1,011,0111,01113,,Panes y productos de panadería,0.034502,Panes y productos de panadería,subclase
11,1,011,0111,01113,01113101,Pan Flauta,0.00745,Pan Flauta,producto
12,1,011,0111,01113,01113102,Pan Catalán,0.000587,Pan Catalán,producto
13,1,011,0111,01113,01113103,Pan Porteño,0.002284,Pan Porteño,producto
14,1,011,0111,01113,01113104,Galleta de campaña,0.003201,Galleta de campaña,producto
15,1,011,0111,01113,01113105,Pan blanco envasado en rebanadas,0.001561,Pan blanco envasado en rebanadas,producto
16,1,011,0111,01113,01113106,Pan integral envasado en rebanadas,0.00032,Pan integral envasado en rebanadas,producto
17,1,011,0111,01113,01113107,Panes blandos envasados,0.000539,Panes blandos envasados,producto
18,1,011,0111,01113,01113108,Bizcochos,0.005089,Bizcochos,producto
19,1,011,0111,01113,01113109,Galletas saladas,0.001581,Galletas saladas,producto
20,1,011,0111,01113,01113110,Galletas malteadas,0.001593,Galletas malteadas,producto
21,1,011,0111,01113,01113111,Galletas  integrales,0.000873,Galletas  integrales,producto
22,1,011,0111,01113,01113901,Masitas,0.000778,Masitas,producto
23,1,011,0111,01113,01113902,Torta dulce entera,0.001311,Torta dulce entera,producto
24,1,011,0111,01113,01113903,Sandwiches por ciento,0.000646,Sandwiches por ciento,producto
25,1,011,0111,01113,01113904,Galletitas dulces,0.003194,Galletitas dulces,producto
26,1,011,0111,01113,01113905,Alfajores,0.001729,Alfajores,producto
27,1,011,0111,01113,01113906,Pan rallado,0.000853,Pan rallado,producto
28,1,011,0111,01113,01113907,Budines,0.000913,Budines,producto
29,1,011,0111,01114,,Cereales para el desayuno,0.001312,Cereales para el desayuno,subclase
30,1,011,0111,01114,01114001,Cereales,0.001312,Cereales,producto
31,1,011,0111,01115,,Fideos y pastas,0.00767,Fideos y pastas,subclase
32,1,011,0111,01115,01115001,Fideos secos,0.003966,Fideos secos,producto
33,1,011,0111,01115,01115002,Pastas frescas sin relleno,0.000955,Pastas frescas sin relleno,producto
34,1,011,0111,01115,01115003,Pastas frescas con relleno,0.002749,Pastas frescas con relleno,producto
35,1,011,0111,01119,,Otros  cereales y harinas,0.001345,Otros  cereales y harinas,subclase
36,1,011,0111,01119,01119001,Tapas de empanadas,0.001345,Tapas de empanadas,producto
37,1,011,0112,,,Carne y otros productos derivados,0.080159,Carne y otros productos derivados,clase
38,1,011,0112,01122,,"Carne fresca, refrigerada o congelada",0.054984,"Carne fresca, refrigerada o congelada",subclase
39,1,011,0112,01122,01122101,Nalga,0.005198,Nalga,producto
40,1,011,0112,01122,01122102,Vacío,0.001621,Vacío,producto
41,1,011,0112,01122,01122103,Bola de lomo,0.001627,Bola de lomo,producto
42,1,011,0112,01122,01122104,Cuadril,0.002544,Cuadril,producto
43,1,011,0112,01122,01122105,Carne picada,0.012621,Carne picada,producto
44,1,011,0112,01122,01122106,Asado de tira,0.00787,Asado de tira,producto
45,1,011,0112,01122,01122107,Aguja,0.002139,Aguja,producto
46,1,011,0112,01122,01122108,Falda,0.001081,Falda,producto
47,1,011,0112,01122,01122109,Paleta,0.001255,Paleta,producto
48,1,011,0112,01122,01122110,Costillas,0.001553,Costillas,producto
49,1,011,0112,01122,01122111,Peceto,0.00088,Peceto,producto
50,1,011,0112,01122,01122112,Lomo,0.000302,Lomo,producto
51,1,011,0112,01122,01122113,Osobuco,0.000371,Osobuco,producto
52,1,011,0112,01122,01122201,Costillas de cerdo,0.000867,Costillas de cerdo,producto
53,1,011,0112,01122,01122202,Carré y pulpa de cerdo,0.002088,Carré y pulpa de cerdo,producto
54,1,011,0112,01122,01122301,Carne ovina,0.001998,Carne ovina,producto
55,1,011,0112,01122,01122401,Pollo entero,0.004505,Pollo entero,producto
56,1,011,0112,01122,01122402,"Pollo, cortes con hueso",0.0033,"Pollo, cortes con hueso",producto
57,1,011,0112,01122,01122403,"Pollo, cortes sin hueso",0.003164,"Pollo, cortes sin hueso",producto
58,1,011,0112,01123,,Fiambres,0.008608,Fiambres,subclase
59,1,011,0112,01123,01123201,Jamón,0.004415,Jamón,producto
60,1,011,0112,01123,01123202,Paleta,0.000517,Paleta,producto
61,1,011,0112,01123,01123203,Bondiola,0.001179,Bondiola,producto
62,1,011,0112,01123,01123204,Mortadela,0.000692,Mortadela,producto
63,1,011,0112,01123,01123205,Panceta,0.00074,Panceta,producto
64,1,011,0112,01123,01123206,Salame,0.001065,Salame,producto
65,1,011,0112,01124,,Menudencias y achuras de vaca,0.000694,Menudencias y achuras de vaca,subclase
66,1,011,0112,01124,01124001,"Menudencias, achuras de vaca",0.000694,"Menudencias, achuras de vaca",producto
67,1,011,0112,01125,,Embutidos y otras preparaciones de carne,0.015873,Embutidos y otras preparaciones de carne,subclase
68,1,011,0112,01125,01125101,Frankfurters,0.002821,Frankfurters,producto
69,1,011,0112,01125,01125102,Chorizos,0.004348,Chorizos,producto
70,1,011,0112,01125,01125901,"Milanesa de carne, preparada para cocinar",0.003684,"Milanesa de carne, preparada para cocinar",producto
71,1,011,0112,01125,01125902,Hamburguesa de carne preparada para cocinar,0.002016,Hambu. de carne prep. para cocinar,producto
72,1,011,0112,01125,01125903,"Milanesa de pollo, preparada para cocinar",0.003004,"Milanesa de pollo, preparada para cocinar",producto
73,1,011,0113,,,Pescados y otros mariscos,0.004271,Pescados y otros mariscos,clase
74,1,011,0113,01131,,"Pescado fresco, refrigerado o congelado",0.002959,"Pescado fresco, refrigerado o congelado",subclase
75,1,011,0113,01131,01131401,Pescado fresco no fileteado,0.000528,Pescado fresco no fileteado,producto
76,1,011,0113,01131,01131402,Bifes de pescado,0.001834,Bifes de pescado,producto
77,1,011,0113,01131,01131403,Pescado congelado,0.000597,Pescado congelado,producto
78,1,011,0113,01133,,Preparaciones de pescado,0.001312,Preparaciones de pescado,subclase
79,1,011,0113,01133,01133101,Pescado enlatado,0.001312,Pescado enlatado,producto
80,1,011,0114,,,"Leche, otros productos lácteos y huevos",0.032577,"Leche, otros productos lácteos y huevos",clase
81,1,011,0114,01141,,Leche entera,0.008149,Leche entera,subclase
82,1,011,0114,01141,01141101,"Leche común entera, envasada",0.0073,"Leche común entera, envasada",producto
83,1,011,0114,01141,01141102,Leche entera larga vida en caja,0.000849,Leche entera larga vida en caja,producto
84,1,011,0114,01142,,Leche descremada,0.002188,Leche descremada,subclase
85,1,011,0114,01142,01142001,Leche descremada envasada,0.002188,Leche descremada envasada,producto
86,1,011,0114,01145,,Queso,0.011427,Queso,subclase
87,1,011,0114,01145,01145001,Quesos untables,0.001537,Quesos untables,producto
88,1,011,0114,01145,01145002,Queso rallado,0.001967,Queso rallado,producto
89,1,011,0114,01145,01145003,Queso muzzarella,0.002871,Queso muzzarella,producto
90,1,011,0114,01145,01145004,Queso de sandwich,0.001389,Queso de sandwich,producto
91,1,011,0114,01145,01145005,Queso colonia,0.001803,Queso colonia,producto
92,1,011,0114,01145,01145006,Queso magro,0.001017,Queso magro,producto
93,1,011,0114,01145,01145007,Queso duro o semiduro,0.000843,Queso duro o semiduro,producto
94,1,011,0114,01146,,Yogur y productos similares,0.00373,Yogur y productos similares,subclase
95,1,011,0114,01146,01146001,Yogurt común,0.002806,Yogurt común,producto
96,1,011,0114,01146,01146002,Yogurt dietético,0.000924,Yogurt dietético,producto
97,1,011,0114,01147,,Postres y bebidas a base de leche,0.002822,Postres y bebidas a base de leche,subclase
98,1,011,0114,01147,01147001,Otras leches,0.001819,Otras leches,producto
99,1,011,0114,01147,01147002,Postres y flanes preparados con leche,0.001003,Postres y flanes preparados con leche,producto
100,1,011,0114,01148,,Huevos,0.004261,Huevos,subclase
101,1,011,0114,01148,01148101,Huevos de gallina,0.004261,Huevos de gallina,producto
102,1,011,0115,,,Aceites y grasas,0.005976,Aceites y grasas,clase
103,1,011,0115,01151,,Aceites vegetales,0.004212,Aceites vegetales,subclase
104,1,011,0115,01151,01151101,Aceite de girasol,0.002132,Aceite de girasol,producto
105,1,011,0115,01151,01151301,Aceite de oliva,0.000898,Aceite de oliva,producto
106,1,011,0115,01151,01151401,Aceite de soja,0.001182,Aceite de soja,producto
107,1,011,0115,01152,,Manteca y otras grasas,0.001764,Manteca y otras grasas,subclase
108,1,011,0115,01152,01152101,Manteca,0.001764,Manteca,producto
109,1,011,0116,,,Frutas y frutos secos,0.012415,Frutas y frutos secos,clase
110,1,011,0116,01161,,"Frutas tropicales, frescas",0.003367,"Frutas tropicales, frescas",subclase
111,1,011,0116,01161,01161201,Bananas,0.003367,Bananas,producto
112,1,011,0116,01162,,"Frutas cítricas, frescas",0.00272,"Frutas cítricas, frescas",subclase
113,1,011,0116,01162,01162201,Limones,0.000381,Limones,producto
114,1,011,0116,01162,01162301,Naranjas,0.001365,Naranjas,producto
115,1,011,0116,01162,01162401,Mandarinas,0.000974,Mandarinas,producto
116,1,011,0116,01163,,"Frutas con carozo o semillas, frescas",0.004702,"Frutas con carozo o semillas, frescas",subclase
117,1,011,0116,01163,01163101,Manzanas,0.003208,Manzanas,producto
118,1,011,0116,01163,01163201,Peras,0.000771,Peras,producto
119,1,011,0116,01163,01163501,Duraznos,0.000723,Duraznos,producto
120,1,011,0116,01164,,"Frutillas, frescas",0.000417,"Frutillas, frescas",subclase
121,1,011,0116,01164,01164501,"Frutillas, frescas",0.000417,"Frutillas, frescas",producto
122,1,011,0116,01168,,"Frutos secos, con cáscara o sin cáscara",0.000727,"Frutos secos, con cáscara o sin cáscara",subclase
123,1,011,0116,01168,01168901,Frutos secos,0.000727,Frutos secos,producto
124,1,011,0116,01169,,Frutas y frutos secos molidos y otras preparaciones,0.000482,Frutas y frutos secos molidos y otras pre…,subclase
125,1,011,0116,01169,01169201,Frutas envasadas en almíbar,0.000482,Frutas envasadas en almíbar,producto
126,1,011,0117,,,"Hortalizas, tubérculos y legumbres",0.02348,"Hortalizas, tubérculos y legumbres",clase
127,1,011,0117,01171,,"Hortalizas de hoja o de tallo, frescas o refrigeradas",0.002272,"Horta. de hoja o de…, frescas o refri.",subclase
128,1,011,0117,01171,01171401,Lechuga,0.001462,Lechuga,producto
129,1,011,0117,01171,01171501,"Espinacas, frescas o refrigeradas",0.000343,"Espinacas, frescas o refrigeradas",producto
130,1,011,0117,01171,01171502,Acelgas,0.000467,Acelgas,producto
131,1,011,0117,01172,,Hortalizas de fruta,0.006151,Hortalizas de fruta,subclase
132,1,011,0117,01172,01172101,Morrones,0.001497,Morrones,producto
133,1,011,0117,01172,01172301,Berenjenas,0.000115,Berenjenas,producto
134,1,011,0117,01172,01172401,Tomates,0.002896,Tomates,producto
135,1,011,0117,01172,01172501,Zapallitos y zucchini,0.000587,Zapallitos y zucchini,producto
136,1,011,0117,01172,01172502,"Zapallo criollo, calabaza y kabutiá",0.001056,"Zapallo criollo, calabaza y kabutiá",producto
137,1,011,0117,01174,,"Otros vegetales, frescos o refrigerados",0.004326,"Otros vegetales, frescos o refrigerados",subclase
138,1,011,0117,01174,01174101,Zanahorias,0.001223,Zanahorias,producto
139,1,011,0117,01174,01174201,"Ajo, fresco o refrigerado",0.000358,"Ajo, fresco o refrigerado",producto
140,1,011,0117,01174,01174301,"Cebollas, cebollines, cebolla de verdeo",0.001982,"Cebollas, cebollines, cebolla de verdeo",producto
141,1,011,0117,01174,01174401,Puerros,0.000221,Puerros,producto
142,1,011,0117,01174,01174801,Choclos,0.000424,Choclos,producto
143,1,011,0117,01174,01174901,Remolachas,0.000118,Remolachas,producto
144,1,011,0117,01175,,Tubérculos,0.005171,Tubérculos,subclase
145,1,011,0117,01175,01175101,"Papa, papines",0.004302,"Papa, papines",producto
146,1,011,0117,01175,01175201,Boniatos,0.000869,Boniatos,producto
147,1,011,0117,01176,,Legumbres,0.000525,Legumbres,subclase
148,1,011,0117,01176,01176401,"Lentejas, lentejones",0.000525,"Lentejas, lentejones",producto
149,1,011,0117,01179,,"Productos a base de hortalizas, tubérculos o legumbres, conservados, procesados o congelados",0.005035,"Prod. a base de hor…, tubér. o legu., con…",subclase
150,1,011,0117,01179,01179201,Arvejas enlatadas,0.000904,Arvejas enlatadas,producto
151,1,011,0117,01179,01179301,Aceitunas en conserva,0.000618,Aceitunas en conserva,producto
152,1,011,0117,01179,01179401,Papas preparadas congeladas,0.000984,Papas preparadas congeladas,producto
153,1,011,0117,01179,01179901,Puré de papas instantáneo deshidratado,0.000577,Puré de papas instantáneo deshidratado,producto
154,1,011,0117,01179,01179902,Papas fritas con o sin sal para copetín,0.001952,Papas fritas con o sin sal para copetín,producto
155,1,011,0118,,,"Azúcar, productos conservados a base de azúcar y postres",0.010712,"Azúcar, prod. conse. a base…",clase
156,1,011,0118,01181,,Azúcar de caña y  de remolacha,0.001504,Azúcar de caña y  de remolacha,subclase
157,1,011,0118,01181,01181101,Azúcar blanco refinada,0.001504,Azúcar blanco refinada,producto
158,1,011,0118,01182,,Otros azúcares y sucedáneos del azúcar,0.000552,Otros azúcares y sucedáneos del azúcar,subclase
159,1,011,0118,01182,01182001,Edulcorantes naturales,0.000552,Edulcorantes naturales,producto
160,1,011,0118,01183,,"Mermeladas, jaleas de frutas, purés y pastas de frutas, miel",0.002722,"Merme., jaleas de frutas, purés y pastas …",subclase
161,1,011,0118,01183,01183201,Dulce de leche,0.001029,Dulce de leche,producto
162,1,011,0118,01183,01183901,Mermeladas y jaleas,0.000847,Mermeladas y jaleas,producto
163,1,011,0118,01183,01183902,Dulces de corte,0.000846,Dulces de corte,producto
164,1,011,0118,01185,,"Chocolate, cocoa y productos alimenticios a base de cocoa",0.001598,"Choc., cocoa y prod. alime…",subclase
165,1,011,0118,01185,01185101,"Chocolates, bombones, chocolatines",0.001124,"Chocolates, bombones, chocolatines",producto
166,1,011,0118,01185,01185301,Cocoa en polvo,0.000474,Cocoa en polvo,producto
167,1,011,0118,01186,,"Hielo, helado y sorbete",0.003422,"Hielo, helado y sorbete",subclase
168,1,011,0118,01186,01186001,Helados,0.003422,Helados,producto
169,1,011,0118,01189,,Otros dulces y postres,0.000914,Otros dulces y postres,subclase
170,1,011,0118,01189,01189901,"Caramelos, chicles, chupetines",0.000914,"Caramelos, chicles, chupetines",producto
171,1,011,0119,,,Alimentos preparados y otros productos alimenticios,0.007971,Alim. prepa. y otros prod. alime.,clase
172,1,011,0119,01191,,Comida preparada,0.000933,Comida preparada,subclase
173,1,011,0119,01191,01191401,"Pizzas, muzarella congeladas",0.000933,"Pizzas, muzarella congeladas",producto
174,1,011,0119,01193,,"Sal, condimentos y salsas",0.005308,"Sal, condimentos y salsas",subclase
175,1,011,0119,01193,01193101,Sal,0.000463,Sal,producto
176,1,011,0119,01193,01193901,Condimentos,0.00078,Condimentos,producto
177,1,011,0119,01193,01193902,Pulpa de tomate,0.002295,Pulpa de tomate,producto
178,1,011,0119,01193,01193903,"Mayonesa, salsa golf, mostaza, kétchup, salsa de soja",0.00177,"Mayo., salsa golf, mostaza, kétchup…",producto
179,1,011,0119,01199,,Otros productos alimenticios n.c.p.,0.00173,Otros productos alimenticios n.c.p.,subclase
180,1,011,0119,01199,01199001,Caldos en cubos y sopas concentradas,0.000599,Caldos en cubos y sopas concentradas,producto
181,1,011,0119,01199,01199002,Polvo de hornear,0.000506,Polvo de hornear,producto
182,1,011,0119,01199,01199003,Postres en polvo,0.000625,Postres en polvo,producto
183,1,012,,,,Bebidas no alcohólicas,0.031485,Bebidas no alcohólicas,grupo
184,1,012,0121,,,Jugos de frutas y verduras,0.002262,Jugos de frutas y verduras,clase
185,1,012,0121,01210,,Jugos de frutas y verduras,0.002262,Jugos de frutas y verduras,subclase
186,1,012,0121,01210,01210001,Jugos de fruta naturales líquidos,0.001278,Jugos de fruta naturales líquidos,producto
187,1,012,0121,01210,01210002,Jugo de fruta concentrados en polvo,0.000984,Jugo de fruta concentrados en polvo,producto
188,1,012,0122,,,Café y sucedáneos del café,0.00177,Café y sucedáneos del café,clase
189,1,012,0122,01220,,Café y sucedáneos del café,0.00177,Café y sucedáneos del café,subclase
190,1,012,0122,01220,01220101,Café soluble instantáneo,0.00155,Café soluble instantáneo,producto
191,1,012,0122,01220,01220102,Café de filtro,0.00022,Café de filtro,producto
192,1,012,0123,,,"Té, yerba mate y otros productos vegetales para infusión",0.006386,"Té, yerba mate y otros …",clase
193,1,012,0123,01230,,"Té, yerba mate y otros productos vegetales para infusión",0.006386,"Té, yerba mate y otros …",subclase
194,1,012,0123,01230,01230201,Té en saquitos,0.000567,Té en saquitos,producto
195,1,012,0123,01230,01230501,Yerba mate,0.005819,Yerba mate,producto
196,1,012,0125,,,Agua,0.007714,Agua,clase
197,1,012,0125,01250,,Agua,0.007714,Agua,subclase
198,1,012,0125,01250,01250001,Agua,0.007714,Agua,producto
199,1,012,0126,,,Refrescos,0.012505,Refrescos,clase
200,1,012,0126,01260,,Refrescos,0.012505,Refrescos,subclase
201,1,012,0126,01260,01260001,Refrescos,0.010663,Refrescos,producto
202,1,012,0126,01260,01260002,Refrescos diet,0.001842,Refrescos diet,producto
203,1,012,0129,,,Otras bebidas sin alcohol,0.000848,Otras bebidas sin alcohol,clase
204,1,012,0129,01290,,Otras bebidas sin alcohol,0.000848,Otras bebidas sin alcohol,subclase
205,1,012,0129,01290,01290001,"Jugos artificiales, isotónicos o energizantes",0.000848,"Jugos artif., isotó. o energ.",producto
206,2,,,,,"BEBIDAS ALCOHÓLICAS, TABACO Y NARCÓTICOS",0.036433,"Beb. alc., tabaco y narc.",division
207,2,021,,,,Bebidas alcohólicas,0.019292,Bebidas alcohólicas,grupo
208,2,021,0211,,,Destilados y licores,0.00318,Destilados y licores,clase
209,2,021,0211,02110,,Destilados y licores,0.00318,Destilados y licores,subclase
210,2,021,0211,02110,02110001,Whisky,0.00318,Whisky,producto
211,2,021,0212,,,Vino,0.007701,Vino,clase
212,2,021,0212,02121,,Vino de uvas,0.007701,Vino de uvas,subclase
213,2,021,0212,02121,02121001,Vino,0.007701,Vino,producto
214,2,021,0213,,,Cerveza,0.008411,Cerveza,clase
215,2,021,0213,02130,,Cerveza,0.008411,Cerveza,subclase
216,2,021,0213,02130,02130001,Cerveza,0.008411,Cerveza,producto
217,2,023,,,,Tabaco,0.017141,Tabaco,grupo
218,2,023,0230,,,Tabaco,0.017141,Tabaco,clase
219,2,023,0230,02301,,Cigarrillos,0.015264,Cigarrillos,subclase
220,2,023,0230,02301,02301001,Cigarrillos con filtro,0.015264,Cigarrillos con filtro,producto
221,2,023,0230,02309,,Otros productos de tabaco,0.001877,Otros productos de tabaco,subclase
222,2,023,0230,02309,02309001,Tabaco para pipa y para armar,0.001596,Tabaco para pipa y para armar,producto
223,2,023,0230,02309,02309002,Papel para cigarrillos,0.000281,Papel para cigarrillos,producto
224,3,,,,,ROPA Y CALZADO,0.029053,Ropa y calzado,division
225,3,031,,,,Ropa,0.017934,Ropa,grupo
226,3,031,0312,,,Prendas de vestir,0.016564,Prendas de vestir,clase
227,3,031,0312,03121,,Prendas para hombres,0.005825,Prendas para hombres,subclase
228,3,031,0312,03121,03121001,"Ropa interior, hombres",0.00087,"Ropa interior, hombres",producto
229,3,031,0312,03121,03121002,"Pantalones no jeans, hombres",0.000652,"Pantalones no jeans, hombres",producto
230,3,031,0312,03121,03121003,"Jeans, hombres",0.000946,"Jeans, hombres",producto
231,3,031,0312,03121,03121004,"Camperas, hombres",0.000663,"Camperas, hombres",producto
232,3,031,0312,03121,03121005,"Buzo, remera, hombres",0.000883,"Buzo, remera, hombres",producto
233,3,031,0312,03121,03121006,"Camisa, hombres",0.00086,"Camisa, hombres",producto
234,3,031,0312,03121,03121007,"Bermudas, shorts, hombres",0.000468,"Bermudas, shorts, hombres",producto
235,3,031,0312,03121,03121008,"Ropa deportiva, hombres",0.000483,"Ropa deportiva, hombres",producto
236,3,031,0312,03122,,Prendas para mujeres,0.006751,Prendas para mujeres,subclase
237,3,031,0312,03122,03122001,"Ropa interior, mujeres",0.001498,"Ropa interior, mujeres",producto
238,3,031,0312,03122,03122002,"Pantalones no jeans, mujeres",0.000894,"Pantalones no jeans, mujeres",producto
239,3,031,0312,03122,03122003,"Jeans, mujeres",0.00128,"Jeans, mujeres",producto
240,3,031,0312,03122,03122004,"Tapado, chaqueta, mujeres",0.000858,"Tapado, chaqueta, mujeres",producto
241,3,031,0312,03122,03122005,"Buzo, polera tejidos, mujeres",0.000539,"Buzo, polera tejidos, mujeres",producto
242,3,031,0312,03122,03122006,"Buzo, polera no tejidos, mujeres",0.00075,"Buzo, polera no tejidos, mujeres",producto
243,3,031,0312,03122,03122007,"Falda, vestido, mujeres",0.000556,"Falda, vestido, mujeres",producto
244,3,031,0312,03122,03122008,"Camisa, mujeres",0.000376,"Camisa, mujeres",producto
245,3,031,0312,03123,,Prendas para bebés,0.000399,Prendas para bebés,subclase
246,3,031,0312,03123,03123001,"Pelele, batita, medias, escarpines, buzo, enterito - No Tejidos",0.000399,"Pelele, batita, medias, escar.…",producto
247,3,031,0312,03124,,Uniformes para estudiantes,0.000655,Uniformes para estudiantes,subclase
248,3,031,0312,03124,03124001,"Uniforme, túnica escolar, moña, niños",0.000655,"Uniforme, túnica escolar, moña, niños",producto
249,3,031,0312,03125,,Prendas para niños y niñas,0.002934,Prendas para niños y niñas,subclase
250,3,031,0312,03125,03125001,"Ropa interior, niños",0.000481,"Ropa interior, niños",producto
251,3,031,0312,03125,03125002,"Pantalones, calzas, niños",0.000852,"Pantalones, calzas, niños",producto
252,3,031,0312,03125,03125003,"Remera, polera, buzos, niños",0.000968,"Remera, polera, buzos, niños",producto
253,3,031,0312,03125,03125004,"Ropa deportiva, niños",0.000633,"Ropa deportiva, niños",producto
254,3,031,0313,,,Otras prendas y complementos de vestir,0.000384,Otras prendas y complementos de vestir,clase
255,3,031,0313,03132,,Accesorios de ropa,0.000384,Accesorios de ropa,subclase
256,3,031,0313,03132,03132001,Accesorios de ropa,0.000384,Accesorios de ropa,producto
257,3,031,0314,,,"Limpieza, reparación, confección y alquiler de ropa",0.000986,"Limp., repar., confe. y alqu. de r…",clase
258,3,031,0314,03141,,Limpieza de ropa,0.000986,Limpieza de ropa,subclase
259,3,031,0314,03141,03141001,Limpieza de ropa,0.000986,Limpieza de ropa,producto
260,3,032,,,,Calzado,0.011119,Calzado,grupo
261,3,032,0321,,,Zapatos y otros calzados,0.011119,Zapatos y otros calzados,clase
262,3,032,0321,03211,,Calzado para hombres,0.003645,Calzado para hombres,subclase
263,3,032,0321,03211,03211001,"Zapatos de cuero, hombres",0.000589,"Zapatos de cuero, hombres",producto
264,3,032,0321,03211,03211002,"Zapatos no de cuero, hombres",0.000308,"Zapatos no de cuero, hombres",producto
265,3,032,0321,03211,03211003,"Calzado deportivo, hombres",0.002748,"Calzado deportivo, hombres",producto
266,3,032,0321,03212,,Calzado para mujeres,0.004717,Calzado para mujeres,subclase
267,3,032,0321,03212,03212001,"Botas de cuero, mujeres",0.000848,"Botas de cuero, mujeres",producto
268,3,032,0321,03212,03212002,"Zapatos de cuero, mujeres",0.000616,"Zapatos de cuero, mujeres",producto
269,3,032,0321,03212,03212003,"Sandalias y ojotas de cuero, mujeres",0.000494,"Sandalias y ojotas de cuero, mujeres",producto
270,3,032,0321,03212,03212004,"Sandalias y ojotas no  de cuero, mujeres",0.001207,"Sandalias y ojotas no  de cuero, mujeres",producto
271,3,032,0321,03212,03212006,"Calzado deportivo, mujeres",0.001552,"Calzado deportivo, mujeres",producto
272,3,032,0321,03213,,Calzado para niños y bebés,0.002757,Calzado para niños y bebés,subclase
273,3,032,0321,03213,03213001,"Sandalias y ojotas no de cuero, niños",0.000384,"Sandalias y ojotas no de cuero, niños",producto
274,3,032,0321,03213,03213002,"Calzado deportivo, niños",0.002373,"Calzado deportivo, niños",producto
275,4,,,,,"VIVIENDA, AGUA, ELECTRICIDAD, GAS Y OTROS COMBUSTIBLES",0.129999,"Vivienda, agua, elect., gas",division
276,4,041,,,,Alquileres reales de vivienda,0.035921,Alquileres reales de vivienda,grupo
